Year,Country,Ciprofloxacin,cip_sr,Antibiotic
2008,51,0.008,0,0
2008,51,0.008,0,0
2008,56,0.002,0,0
2008,56,0.003,0,0
2008,57,0.003,0,0
2008,49,0.003,0,0
2008,49,32.0,1,0
2008,49,3.0,1,0
2008,55,32.0,1,0
2009,39,32.0,1,0
2009,39,32.0,1,0
2009,39,32.0,1,0
2009,39,3.0,1,0
2009,39,0.006,0,0
2009,39,32.0,1,0
2009,39,8.0,1,0
2009,39,8.0,1,0
2009,39,3.0,1,0
2009,17,0.003,0,0
2009,17,0.003,0,0
2009,4,0.004,0,0
2009,4,0.004,0,0
2009,4,0.003,0,0
2009,4,0.12,0,0
2009,4,0.12,0,0
2009,4,0.12,0,0
2009,4,0.12,0,0
2009,4,0.12,0,0
2008,2,0.006,0,0
2009,4,0.015,0,0
2009,4,0.003,0,0
2009,49,0.004,0,0
2009,49,0.016,0,0
2009,49,8.0,1,0
2009,49,32.0,1,0
2009,49,32.0,1,0
2010,17,0.006,0,0
2010,17,4.0,1,0
2010,17,0.006,0,0
2008,8,8.0,1,0
2010,17,0.004,0,0
2010,17,0.004,0,0
2010,17,32.0,1,0
2010,4,0.004,0,0
2010,4,0.12,0,0
2010,4,0.006,0,0
2010,4,0.006,0,0
2010,4,0.12,0,0
2010,4,0.12,0,0
2008,15,0.003,0,0
2010,4,6.0,1,0
2010,4,0.004,0,0
2010,4,0.12,0,0
2010,51,32.0,1,0
2010,42,0.008,0,0
2010,42,0.002,0,0
2010,42,16.0,1,0
2010,42,0.002,0,0
2010,42,0.25,0,0
2010,42,1.5,1,0
2008,18,32.0,1,0
2010,42,0.004,0,0
2010,42,0.38,0,0
2010,42,4.0,1,0
2010,42,0.008,0,0
2010,49,2.0,1,0
2010,49,0.006,0,0
2010,49,32.0,1,0
2010,49,0.004,0,0
2011,17,0.003,0,0
2008,19,32.0,1,0
2011,17,24.0,1,0
2011,17,12.0,1,0
2011,17,0.006,0,0
2011,17,0.004,0,0
2011,4,32.0,1,0
2011,4,32.0,1,0
2011,4,0.004,0,0
2011,42,32.0,1,0
2011,42,32.0,1,0
2011,42,0.002,0,0
2011,42,32.0,1,0
2011,42,32.0,1,0
2011,42,32.0,1,0
2011,42,4.0,1,0
2011,42,4.0,1,0
2011,42,32.0,1,0
2011,42,0.004,0,0
2011,4,0.004,0,0
2011,49,2.0,1,0
2011,49,0.004,0,0
2011,49,0.008,0,0
2011,49,32.0,1,0
2011,49,2.0,1,0
2012,17,6.0,1,0
2012,17,0.006,0,0
2012,17,0.003,0,0
2012,17,0.003,0,0
2012,17,0.003,0,0
2011,4,0.003,0,0
2012,42,32.0,1,0
2012,42,8.0,1,0
2012,42,0.006,0,0
2012,42,6.0,1,0
2012,42,32.0,1,0
2012,42,8.0,1,0
2012,42,32.0,1,0
2012,42,0.003,0,0
2012,42,32.0,1,0
2012,49,0.023,0,0
2012,49,0.004,0,0
2012,49,32.0,1,0
2012,49,32.0,1,0
2012,49,32.0,1,0
1979,54,0.002,0,0
1996,3,24.0,1,0
1997,3,0.75,0,0
2011,4,12.0,1,0
1997,33,0.5,0,0
1997,33,0.25,0,0
1998,33,0.38,0,0
1998,33,0.5,0,0
1998,13,0.38,0,0
1998,13,32.0,1,0
1998,13,16.0,1,0
1998,13,0.25,0,0
1998,25,6.0,1,0
1998,29,0.002,0,0
2011,21,32.0,1,0
1998,29,0.002,0,0
1998,29,0.002,0,0
1998,35,6.0,1,0
1998,35,4.0,1,0
1998,41,0.003,0,0
1998,41,0.38,0,0
1998,41,0.38,0,0
1998,41,0.75,0,0
1998,41,0.75,0,0
1998,41,0.25,0,0
2011,19,32.0,1,0
1998,41,0.002,0,0
1998,41,1.5,1,0
1998,41,0.002,0,0
1998,54,0.012,0,0
1998,54,0.25,0,0
1998,54,0.125,0,0
1998,54,0.064,0,0
1998,54,0.008,0,0
1998,54,0.002,0,0
1998,54,0.125,0,0
1998,54,0.047,0,0
1998,54,0.25,0,0
2011,60,3.0,1,0
2011,60,32.0,1,0
2011,60,32.0,1,0
2011,60,32.0,1,0
2011,60,32.0,1,0
2011,40,3.0,1,0
1989,20,0.002,0,0
1990,50,0.008,0,0
1991,50,0.002,0,0
1991,50,0.002,0,0
2011,40,0.75,0,0
1992,53,0.002,0,0
1998,9,0.002,0,0
1998,9,0.002,0,0
1998,20,0.002,0,0
1998,20,0.002,0,0
1998,20,0.003,0,0
1998,37,0.008,0,0
1998,37,0.016,0,0
1998,53,0.003,0,0
2011,40,0.75,0,0
1999,59,0.002,0,0
1999,0,0.003,0,0
1999,20,0.002,0,0
1999,23,0.002,0,0
1999,37,0.002,0,0
2007,24,0.003,0,0
2007,24,0.003,0,0
2007,24,0.002,0,0
2007,24,0.003,0,0
2011,40,1.0,0,0
2007,24,0.003,0,0
2007,24,0.003,0,0
2007,24,0.004,0,0
2007,24,0.002,0,0
2007,24,0.003,0,0
2007,24,0.003,0,0
2007,24,0.002,0,0
2007,24,0.002,0,0
2007,24,0.002,0,0
2007,24,0.002,0,0
2011,40,2.0,1,0
2007,24,0.002,0,0
2007,24,2.0,1,0
2007,24,0.006,0,0
2007,24,0.002,0,0
2007,24,0.003,0,0
2007,24,1.5,1,0
2007,24,0.003,0,0
2007,24,0.002,0,0
2007,24,0.002,0,0
2007,24,0.003,0,0
1998,46,0.008,0,0
2012,51,32.0,1,0
2002,57,0.002,0,0
2009,39,12.0,1,0
2010,49,32.0,1,0
2012,42,32.0,1,0
1999,33,0.5,0,0
2012,31,0.125,0,0
2012,31,0.125,0,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,1.0,0,0
2009,58,0.004,0,0
2009,58,0.015,0,0
2009,58,0.015,0,0
2009,58,0.004,0,0
2009,58,0.015,0,0
2009,58,0.004,0,0
2009,58,0.015,0,0
2009,58,32.0,1,0
2009,58,0.015,0,0
2009,58,32.0,1,0
2009,58,2.0,1,0
2009,58,32.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,4.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,32.0,1,0
2009,58,8.0,1,0
2009,58,32.0,1,0
2009,58,8.0,1,0
2009,58,32.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,32.0,1,0
2009,58,32.0,1,0
2009,58,16.0,1,0
2009,58,32.0,1,0
2009,58,0.015,0,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,0.015,0,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,32.0,1,0
2009,58,4.0,1,0
2009,58,16.0,1,0
2009,58,0.015,0,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,4.0,1,0
2009,58,0.015,0,0
2009,58,0.015,0,0
2009,58,0.015,0,0
2009,58,0.015,0,0
2009,58,8.0,1,0
2009,58,8.0,1,0
2009,58,16.0,1,0
2009,58,4.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,16.0,1,0
2009,58,0.008,0,0
2009,58,0.015,0,0
2009,58,32.0,1,0
2009,58,4.0,1,0
2009,58,32.0,1,0
2009,58,16.0,1,0
2009,58,32.0,1,0
2009,58,1.0,0,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2009,58,8.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2009,58,16.0,1,0
2010,58,32.0,1,0
2009,58,0.015,0,0
2010,58,0.015,0,0
2010,58,32.0,1,0
2009,58,4.0,1,0
2010,58,32.0,1,0
2009,58,2.0,1,0
2010,58,16.0,1,0
2009,58,4.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2009,58,0.015,0,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,8.0,1,0
2010,58,0.015,0,0
2010,58,32.0,1,0
2009,58,16.0,1,0
2010,58,32.0,1,0
2009,58,16.0,1,0
2010,58,32.0,1,0
2009,58,16.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,32.0,1,0
2010,58,0.015,0,0
2010,58,32.0,1,0
2010,58,32.0,1,0
2010,58,16.0,1,0
2009,58,0.015,0,0
2010,58,16.0,1,0
2009,58,0.015,0,0
2010,58,16.0,1,0
2009,58,1.0,0,0
2010,58,16.0,1,0
2009,58,4.0,1,0
2010,58,0.015,0,0
2009,58,8.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2009,58,4.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2009,58,16.0,1,0
2010,58,8.0,1,0
2009,58,8.0,1,0
2010,58,0.015,0,0
2009,58,0.015,0,0
2010,58,16.0,1,0
2009,58,16.0,1,0
2010,58,16.0,1,0
2009,58,8.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,4.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2009,58,2.0,1,0
2010,58,16.0,1,0
2009,58,4.0,1,0
2010,58,16.0,1,0
2009,58,2.0,1,0
2010,58,16.0,1,0
2009,58,2.0,1,0
2010,58,16.0,1,0
2009,58,1.0,0,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2009,58,4.0,1,0
2010,58,16.0,1,0
2010,58,16.0,1,0
2010,58,0.004,0,0
2009,58,0.015,0,0
2010,58,0.004,0,0
2009,58,0.015,0,0
2010,58,0.004,0,0
2009,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2009,58,4.0,1,0
2010,58,0.015,0,0
2009,58,8.0,1,0
2010,58,0.015,0,0
2009,58,1.0,0,0
2010,58,0.015,0,0
2009,58,1.0,0,0
2010,58,0.004,0,0
2009,58,2.0,1,0
2010,58,0.015,0,0
2009,58,2.0,1,0
2010,58,0.015,0,0
2009,58,0.015,0,0
2010,58,0.015,0,0
2009,58,2.0,1,0
2010,58,0.015,0,0
2009,58,4.0,1,0
2010,58,0.015,0,0
2009,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,16.0,1,0
2009,58,0.015,0,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2010,58,32.0,1,0
2010,58,32.0,1,0
2010,58,32.0,1,0
2010,58,32.0,1,0
2010,58,16.0,1,0
2010,58,32.0,1,0
2010,58,16.0,1,0
2009,58,32.0,1,0
2010,58,16.0,1,0
2010,58,32.0,1,0
2010,58,16.0,1,0
2010,58,4.0,1,0
2006,58,0.004,0,0
2006,58,0.004,0,0
2001,58,0.004,0,0
2006,58,0.004,0,0
2005,58,0.008,0,0
2004,58,0.004,0,0
2000,58,0.008,0,0
2009,58,16.0,1,0
2005,58,0.008,0,0
2000,58,0.008,0,0
2004,58,0.008,0,0
2004,58,0.004,0,0
2005,58,0.004,0,0
2001,58,0.004,0,0
2003,58,0.004,0,0
2005,58,0.004,0,0
2002,58,0.004,0,0
2003,58,0.004,0,0
2003,58,0.004,0,0
2004,58,0.004,0,0
2005,58,0.004,0,0
2005,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.008,0,0
2004,58,0.004,0,0
2005,58,0.004,0,0
2003,58,0.004,0,0
2004,58,0.002,0,0
2000,58,0.015,0,0
2005,58,0.004,0,0
2005,58,0.004,0,0
2000,58,0.008,0,0
2003,58,0.004,0,0
2000,58,0.004,0,0
2000,58,0.004,0,0
2002,58,0.015,0,0
2003,58,2.0,1,0
2003,58,0.125,0,0
2004,58,0.004,0,0
2004,58,0.015,0,0
2004,58,0.008,0,0
2004,58,0.004,0,0
2005,58,0.008,0,0
2006,58,0.004,0,0
2000,58,0.008,0,0
2002,58,0.008,0,0
2004,58,0.004,0,0
2005,58,0.004,0,0
2009,58,32.0,1,0
2006,58,0.008,0,0
2001,58,0.004,0,0
2006,58,0.004,0,0
2000,58,0.004,0,0
2002,58,0.004,0,0
2002,58,0.008,0,0
2005,58,0.008,0,0
2005,58,0.008,0,0
2005,58,0.008,0,0
2005,58,0.004,0,0
2006,58,0.004,0,0
2003,58,0.002,0,0
2002,58,0.004,0,0
2004,58,0.004,0,0
2001,58,0.004,0,0
2001,58,0.004,0,0
2001,58,0.008,0,0
2002,58,0.004,0,0
2004,58,0.004,0,0
2000,58,0.015,0,0
2004,58,0.004,0,0
2005,58,0.004,0,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2013,58,2.0,1,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2001,58,0.008,0,0
2004,58,0.004,0,0
2011,58,4.0,1,0
2011,58,4.0,1,0
2011,58,1.0,0,0
2000,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2005,58,0.016,0,0
2005,58,16.0,1,0
2005,58,0.008,0,0
2005,58,0.008,0,0
2009,58,16.0,1,0
2011,58,4.0,1,0
2011,58,0.015,0,0
2011,58,2.0,1,0
2011,58,1.0,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.002,0,0
2004,58,0.004,0,0
2010,58,8.0,1,0
2010,58,0.015,0,0
2011,58,2.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2000,58,0.015,0,0
2006,58,32.0,1,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.03,0,0
2001,58,0.004,0,0
2001,58,0.004,0,0
2002,58,0.008,0,0
2004,58,0.004,0,0
2011,58,8.0,1,0
2013,58,0.015,0,0
2004,58,0.015,0,0
2011,58,0.015,0,0
2000,58,0.008,0,0
2000,58,0.008,0,0
2000,58,0.015,0,0
2001,58,0.015,0,0
2006,58,8.0,1,0
2011,58,2.0,1,0
2011,58,4.0,1,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2000,58,0.004,0,0
2011,58,0.015,0,0
2012,58,0.5,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2005,58,0.008,0,0
2005,58,4.0,1,0
2010,58,16.0,1,0
2011,58,2.0,1,0
2011,58,4.0,1,0
2002,58,8.0,1,0
2003,58,0.004,0,0
2004,58,0.004,0,0
2004,58,16.0,1,0
2004,58,0.008,0,0
2004,58,0.004,0,0
2005,58,0.008,0,0
2005,58,0.004,0,0
2006,58,0.004,0,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2012,58,4.0,1,0
2012,58,16.0,1,0
2012,58,0.5,0,0
2012,58,8.0,1,0
2004,58,0.004,0,0
2010,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2000,58,0.008,0,0
2002,58,0.008,0,0
2002,58,0.004,0,0
2003,58,2.0,1,0
2004,58,4.0,1,0
2004,58,0.015,0,0
2004,58,4.0,1,0
2004,58,4.0,1,0
2004,58,4.0,1,0
2005,58,0.008,0,0
2005,58,0.004,0,0
2005,58,0.004,0,0
2005,58,16.0,1,0
2005,58,0.008,0,0
2005,58,16.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2011,58,0.015,0,0
2012,58,0.5,0,0
2012,58,0.015,0,0
2012,58,0.03,0,0
2013,58,0.03,0,0
2013,58,0.015,0,0
2004,58,0.004,0,0
2006,58,0.004,0,0
2010,58,0.015,0,0
2011,58,4.0,1,0
2013,58,0.015,0,0
2001,58,0.004,0,0
2002,58,0.002,0,0
2002,58,0.004,0,0
2003,58,0.008,0,0
2004,58,0.004,0,0
2004,58,16.0,1,0
2005,58,0.004,0,0
2005,58,16.0,1,0
2006,58,0.002,0,0
2010,58,16.0,1,0
2011,58,0.015,0,0
2011,58,0.015,0,0
2011,58,16.0,1,0
2011,58,8.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2002,58,0.004,0,0
2005,58,4.0,1,0
2006,58,8.0,1,0
2011,58,0.015,0,0
2011,58,4.0,1,0
2011,58,0.015,0,0
2011,58,0.015,0,0
2011,58,4.0,1,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,16.0,1,0
2013,58,0.004,0,0
2013,58,0.004,0,0
2013,58,0.004,0,0
2012,58,0.015,0,0
2009,58,16.0,1,0
2004,58,8.0,1,0
2006,58,32.0,1,0
2011,58,0.015,0,0
2011,58,4.0,1,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2010,58,0.015,0,0
2011,58,2.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2004,58,4.0,1,0
2004,58,8.0,1,0
2004,58,0.008,0,0
2005,58,8.0,1,0
2011,58,4.0,1,0
2012,58,16.0,1,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2002,58,8.0,1,0
2004,58,8.0,1,0
2000,58,0.008,0,0
2000,58,0.008,0,0
2000,58,0.03,0,0
2000,58,0.008,0,0
2003,58,16.0,1,0
2003,58,0.008,0,0
2004,58,8.0,1,0
2004,58,8.0,1,0
2004,58,4.0,1,0
2004,58,8.0,1,0
2005,58,16.0,1,0
2006,58,8.0,1,0
2011,58,8.0,1,0
2011,58,4.0,1,0
2011,58,2.0,1,0
2011,58,8.0,1,0
2011,58,0.015,0,0
2011,58,4.0,1,0
2013,58,0.015,0,0
2003,58,0.002,0,0
2003,58,0.002,0,0
2002,58,0.004,0,0
2013,58,0.015,0,0
2012,58,0.015,0,0
2000,58,0.004,0,0
2000,58,0.004,0,0
2001,58,0.004,0,0
2003,58,0.004,0,0
2003,58,0.004,0,0
2003,58,0.004,0,0
2004,58,0.008,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2000,58,0.008,0,0
2002,58,0.015,0,0
2004,58,0.004,0,0
2004,58,0.015,0,0
2004,58,0.008,0,0
2004,58,0.004,0,0
2005,58,0.008,0,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2000,58,0.004,0,0
2004,58,0.008,0,0
2011,58,4.0,1,0
2011,58,2.0,1,0
2012,58,0.015,0,0
2012,58,4.0,1,0
2012,58,0.015,0,0
2012,58,4.0,1,0
2013,58,0.015,0,0
2004,58,0.015,0,0
2005,58,0.008,0,0
2010,58,16.0,1,0
2011,58,16.0,1,0
2011,58,16.0,1,0
2012,58,0.015,0,0
2013,58,0.004,0,0
2013,58,4.0,1,0
2013,58,16.0,1,0
2013,58,0.004,0,0
2001,58,0.008,0,0
2002,58,0.008,0,0
2005,58,0.004,0,0
2005,58,16.0,1,0
2000,58,0.015,0,0
2004,58,0.015,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2003,58,0.03,0,0
2012,58,0.03,0,0
2013,58,0.03,0,0
2001,58,0.008,0,0
2002,58,0.008,0,0
2002,58,0.008,0,0
2002,58,0.008,0,0
2002,58,0.008,0,0
2002,58,0.008,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2005,58,16.0,1,0
2006,58,0.125,0,0
2013,58,0.015,0,0
2003,58,2.0,1,0
2004,58,8.0,1,0
2005,58,16.0,1,0
2010,58,32.0,1,0
2011,58,16.0,1,0
2011,58,0.015,0,0
2011,58,8.0,1,0
2000,58,0.004,0,0
2006,58,4.0,1,0
2004,58,16.0,1,0
2004,58,0.03,0,0
2004,58,0.004,0,0
2004,58,0.008,0,0
2005,58,0.004,0,0
2011,58,16.0,1,0
2011,58,4.0,1,0
2012,58,0.016,0,0
2002,58,0.015,0,0
2004,58,4.0,1,0
2004,58,0.015,0,0
2005,58,8.0,1,0
2010,58,16.0,1,0
2009,58,32.0,1,0
2010,58,0.015,0,0
2013,58,0.015,0,0
2002,58,0.015,0,0
2002,58,0.004,0,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2005,58,4.0,1,0
2006,58,0.008,0,0
2012,58,0.015,0,0
2013,58,0.5,0,0
2000,58,0.004,0,0
2001,58,0.004,0,0
2002,58,0.004,0,0
2002,58,2.0,1,0
2002,58,2.0,1,0
2003,58,4.0,1,0
2003,58,32.0,1,0
2003,58,4.0,1,0
2003,58,4.0,1,0
2004,58,0.008,0,0
2004,58,8.0,1,0
2005,58,2.0,1,0
2005,58,8.0,1,0
2006,58,16.0,1,0
2006,58,0.008,0,0
2006,58,4.0,1,0
2010,58,16.0,1,0
2010,58,0.015,0,0
2011,58,2.0,1,0
2011,58,8.0,1,0
2011,58,4.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2002,58,0.015,0,0
2002,58,0.008,0,0
2003,58,0.015,0,0
2003,58,0.004,0,0
2004,58,4.0,1,0
2004,58,0.008,0,0
2004,58,8.0,1,0
2005,58,4.0,1,0
2009,58,16.0,1,0
2010,58,0.015,0,0
2011,58,16.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2012,58,16.0,1,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2002,58,0.008,0,0
2002,58,0.008,0,0
2004,58,8.0,1,0
2009,58,0.015,0,0
2011,58,4.0,1,0
2011,58,4.0,1,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2002,58,4.0,1,0
2006,58,32.0,1,0
2011,58,16.0,1,0
2011,58,16.0,1,0
2011,58,16.0,1,0
2012,58,0.015,0,0
2012,58,0.015,0,0
2013,58,0.015,0,0
2013,58,0.015,0,0
2002,58,0.015,0,0
2002,58,8.0,1,0
2002,58,8.0,1,0
2004,58,0.008,0,0
2004,58,8.0,1,0
2004,58,0.008,0,0
2004,58,8.0,1,0
2004,58,8.0,1,0
2005,58,8.0,1,0
2005,58,0.008,0,0
2010,58,16.0,1,0
2010,58,8.0,1,0
2010,58,0.015,0,0
2011,58,4.0,1,0
2011,58,0.015,0,0
2011,58,4.0,1,0
2011,58,0.015,0,0
2011,58,16.0,1,0
2011,58,16.0,1,0
2012,58,0.015,0,0
2000,58,0.015,0,0
2000,58,0.008,0,0
2002,58,0.008,0,0
2003,58,0.004,0,0
2010,58,32.0,1,0
2010,58,32.0,1,0
2011,58,16.0,1,0
2000,58,0.06,0,0
2003,58,16.0,1,0
2003,58,4.0,1,0
2005,58,8.0,1,0
2005,58,0.015,0,0
2011,58,4.0,1,0
2011,58,8.0,1,0
2011,58,16.0,1,0
2011,58,16.0,1,0
2000,58,0.03,0,0
2002,58,0.004,0,0
2003,58,0.004,0,0
2003,58,0.004,0,0
2012,58,16.0,1,0
2001,58,0.015,0,0
2002,58,0.015,0,0
2010,58,16.0,1,0
2001,58,0.004,0,0
2002,58,0.004,0,0
2004,58,0.004,0,0
2004,58,0.004,0,0
2011,58,4.0,1,0
2011,58,16.0,1,0
2012,58,0.015,0,0
2013,58,16.0,1,0
2000,58,0.008,0,0
2000,58,0.015,0,0
2001,58,0.015,0,0
2002,58,0.015,0,0
2004,58,0.015,0,0
2011,58,2.0,1,0
2012,58,8.0,1,0
2001,58,0.004,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2010,58,0.015,0,0
2012,58,0.015,0,0
2013,58,32.0,1,0
2013,58,0.015,0,0
2013,58,16.0,1,0
2013,58,0.015,0,0
2012,58,0.015,0,0
2005,58,0.008,0,0
2005,58,16.0,1,0
2006,58,8.0,1,0
2011,58,16.0,1,0
2011,58,8.0,1,0
2006,58,16.0,1,0
2011,58,4.0,1,0
2012,58,16.0,1,0
2013,58,16.0,1,0
2004,58,0.008,0,0
2004,58,0.008,0,0
2009,58,16.0,1,0
2010,58,0.015,0,0
2011,58,1.0,0,0
2013,58,0.015,0,0
2002,58,0.004,0,0
2011,58,16.0,1,0
2011,58,0.015,0,0
2012,58,0.015,0,0
2013,58,16.0,1,0
2002,58,0.004,0,0
2003,58,0.004,0,0
2003,58,4.0,1,0
2003,58,4.0,1,0
2004,58,4.0,1,0
2005,58,16.0,1,0
2006,58,0.015,0,0
2006,58,16.0,1,0
2011,58,16.0,1,0
2013,58,16.0,1,0
2013,58,4.0,1,0
2002,58,0.004,0,0
2004,58,2.0,1,0
2004,58,0.008,0,0
2005,58,4.0,1,0
2005,58,0.015,0,0
2012,58,0.015,0,0
2013,58,2.0,1,0
2013,58,0.015,0,0
2013,58,0.03,0,0
2013,58,0.03,0,0
2013,58,16.0,1,0
2013,58,16.0,1,0
2011,58,0.015,0,0
2000,58,0.008,0,0
2002,58,8.0,1,0
2002,58,8.0,1,0
2002,58,16.0,1,0
2003,58,8.0,1,0
2005,58,16.0,1,0
2005,58,8.0,1,0
2005,58,8.0,1,0
2005,58,8.0,1,0
2011,58,16.0,1,0
2011,58,8.0,1,0
2011,58,16.0,1,0
2011,58,16.0,1,0
2011,58,8.0,1,0
2011,58,16.0,1,0
2011,58,32.0,1,0
2012,58,16.0,1,0
2000,58,0.015,0,0
2001,58,0.008,0,0
2011,58,8.0,1,0
2011,58,8.0,1,0
2011,58,8.0,1,0
2011,58,8.0,1,0
2011,58,8.0,1,0
2003,58,0.06,0,0
2010,58,0.015,0,0
2011,58,0.015,0,0
2012,58,8.0,1,0
2005,58,0.004,0,0
2002,58,0.015,0,0
2004,58,0.03,0,0
2004,58,0.03,0,0
2013,58,0.015,0,0
2005,58,0.008,0,0
2001,58,0.008,0,0
2001,58,0.015,0,0
2001,58,0.015,0,0
2011,58,0.002,0,0
2012,58,16.0,1,0
2012,58,4.0,1,0
2009,58,16.0,1,0
2010,58,16.0,1,0
2012,58,16.0,1,0
2013,58,16.0,1,0
2002,58,0.002,0,0
2004,58,4.0,1,0
2010,58,16.0,1,0
2011,58,16.0,1,0
2004,58,0.004,0,0
2009,58,16.0,1,0
2001,58,0.015,0,0
2002,58,0.015,0,0
2009,58,8.0,1,0
2010,58,16.0,1,0
2012,58,16.0,1,0
2013,58,1.0,0,0
2009,58,8.0,1,0
2011,58,32.0,1,0
2011,58,0.015,0,0
2013,58,16.0,1,0
2001,58,0.015,0,0
2011,58,8.0,1,0
2011,58,0.015,0,0
2011,58,16.0,1,0
